# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 349 571 1432 567
p 2 0 277 643 779 457
p 2 8 369 543 17939 844
p 2 0 285 635 1282 501
p 2 0 156 764 553 349
p 2 0 343 577 16359 742
p 2 0 281 639 1235 495
p 2 0 126 794 490 313
i 2 920 0 0 81972 4963
p 2 0 349 571 1458 568
p 2 0 283 637 1627 490
p 2 0 195 725 2344 408
p 2 0 188 732 1901 398
p 2 0 166 754 1968 372
p 2 0 156 764 2554 368
p 2 0 121 799 1944 335
p 2 0 118 802 1987 329
p 2 0 165 755 2764 377
p 2 0 103 817 1990 313
p 2 0 76 844 1917 286
p 2 0 67 853 1966 281
p 2 0 66 854 516 269
p 2 0 38 882 317 236
p 2 0 16 904 231 213
p 2 0 6 914 208 204
p 2 0 8 912 206 204
i 2 920 0 0 58563 4794
p 2 49 871 0 26748 2150
p 2 38 882 0 25764 2114
p 2 23 897 0 25612 1987
p 2 14 906 0 24907 1948
p 2 13 907 0 24294 2038
p 2 14 906 0 27906 1914
p 2 0 913 7 14759 1333
p 2 0 912 8 15978 1327
p 2 0 912 8 16028 1337
p 2 0 916 4 16110 1340
p 2 0 913 7 16398 1357
p 2 0 909 11 16053 1350
p 2 0 907 13 15839 1327
p 2 0 906 14 15882 1325
p 2 0 909 11 15805 1332
p 2 0 897 23 15454 1318
p 2 0 901 19 15613 1302
i 2 920 0 0 57681 4771
p 2 37 883 0 27554 1953
p 2 25 895 0 26093 1870
p 2 26 894 0 25001 1914
p 2 15 905 0 24077 1854
p 2 18 902 0 23428 1861
p 2 17 903 0 27729 1798
p 2 0 884 36 15789 1306
p 2 0 868 52 17151 1304
p 2 0 853 67 17471 1282
p 2 0 845 75 17571 1288
p 2 0 867 53 17899 1318
p 2 0 843 77 17511 1307
p 2 0 841 79 17717 1278
p 2 0 857 63 17667 1311
p 2 0 864 56 17989 1324
p 2 0 842 78 17626 1300
p 2 0 856 64 17848 1312
p 2 16 846 58 22671 1433
p 2 0 878 42 17490 1326
p 2 0 833 87 17292 1292
p 2 0 874 46 17489 1327
p 2 0 857 63 17579 1307
p 2 0 862 58 17632 1326
p 2 0 840 80 17146 1297
p 2 0 862 58 17420 1321
p 2 0 842 78 17182 1300
p 2 0 865 55 17340 1325
p 2 0 844 76 16829 1305
